ProductId,lenstype,Part_Description,Material_Type,Lens_Type,price
2836,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 18mm 1.60 Blue Zero Clear BlueShield Glacier Plus,Blue Zero,Rx,733.98
2837,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 18mm 1.60 Blue Zero Clear Crystal Blue,Blue Zero,Rx,613.98
2838,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 18mm 1.60 Blue Zero Clear Glacier Plus,Blue Zero,Rx,505.2
2839,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 18mm 1.60 Plastic Clear Anti-Blue,Blue Zero,Rx,560.62
2840,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 18mm 1.60 Plastic Clear Crystal Blue,Blue Zero,Rx,587.18
2841,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 18mm 1.60 Plastic Clear HMX,Clear,Rx,587.18
2842,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 18mm 1.67 Blue Zero Clear BlueShield Glacier Plus,Blue Zero,Rx,852.41
2843,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 20mm 1.50 AutoShade Grey BlueShield Glacier Plus,Blue Zero,Rx,"1,013.79"
2844,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 20mm 1.50 AutoShade Grey HMX,,Rx,938.79
2845,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 20mm 1.50 Plastic Clear Anti-Blue,Blue Zero,Rx,500.62
2846,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 20mm 1.60 AutoShade Grey BlueShield Glacier Plus,Blue Zero,Rx,"1,073.69"
2847,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG 20mm 1.60 AutoShade Grey Crystal Blue,Blue Zero,Rx,"1,146.69"
2848,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,"1,266.69"
2849,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 AutoShade Grey Crystal Blue,Blue Zero,Rx,938.79
2850,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 AutoShade Grey Glacier,,Rx,938.79
2851,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,520.2
2852,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Blue Zero Clear Glacier,Blue Zero,Rx,445.2
2853,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Blue Zero Crystal Blue,Blue Zero,Rx,445.2
2854,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 PhotoShade Brown BlueShield,Blue Zero,Rx,"1,085.37"
2855,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 PhotoShade Brown Glacier,,Rx,"1,010.37"
2856,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 PhotoShade Grey BlueShield Glacier UV,Blue Zero,Rx,"1,085.37"
2857,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 PhotoShade Grey Glacier,,Rx,"1,010.37"
2858,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Plastic Clear Anti-Blue,Blue Zero,Rx,"1,013.78"
2859,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Plastic Clear Crystal Blue,Blue Zero,Rx,425.62
2860,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Plastic Clear Glacier,Clear,Rx,425.62
2861,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Plastic Gradient Tint Glacier,,,475.62
2862,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Plastic Solid Tint Anti-Blue,,,550.62
2863,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Plastic Solid Tint Glacier,,Rx,475.62
2864,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Transitions Brown Glacier,Transitions,Rx,"1,076.91"
2865,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Transitions Green Anti-Blue,Transitions,Rx,"1,151.91"
2866,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Transitions Green Glacier,Transitions,Rx,"1,076.91"
2867,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Transitions Grey Anti-Blue,Transitions,Rx,"1,151.91"
2868,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Transitions Grey Glacier,Transitions,Rx,"1,076.91"
2869,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Transitions Grey Glacier Crystal Blue,Transitions,Rx,"1,076.91"
2870,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Transitions XTRActive Brown BlueShield Glacier,Transitions,Rx,"1,151.91"
2871,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Transitions XTRActive Grey Anti-Blue,Transitions,Rx,"1,076.91"
2872,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.50 Transitions XTRActive Grey Glacier,Transitions,Rx,"1,076.91"
2873,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.59 Polycarbonate Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,589.53
2874,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.59 Polycarbonate Blue Zero Clear Crystal Blue,Blue Zero,Rx,514.53
2875,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.59 Polycarbonate Clear Anti-Blue,Blue Zero,Rx,566.18
2876,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.59 Polycarbonate Clear Glacier,Clear,Rx,491.18
2877,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.59 Polycarbonate Transitions Grey Anti-Blue,Transitions,Rx,"1,368.44"
2878,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.59 Polycarbonate Transitions Grey Glacier,Transitions,Rx,"1,293.44"
2879,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 AutoShade Brown BlueShield Glacier,Blue Zero,Rx,"1,073.69"
2880,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,"1,266.69"
2881,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 AutoShade Grey Crystal Blue,Blue Zero,Rx,"1,146.69"
2882,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 AutoShade Grey Glacier,,Rx,"1,146.69"
2883,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,669.48
2884,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Blue Zero Clear Glacier,Blue Zero,Rx,613.98
2885,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Plastic Clear Anti-Blue,Blue Zero,Rx,707.18
2886,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Plastic Clear Crystal Blue,Blue Zero,Rx,587.18
2887,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Plastic Clear Glacier,Clear,Rx,587.18
2888,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Plastic Gradient Tint Anti-Blue,Blue Zero,Rx,772.18
2889,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Plastic Gradient Tint Glacier,,Rx,652.18
2890,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Plastic Solid Tint Anti-Blue,Blue Zero,Rx,625.62
2891,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Plastic Solid Tint Glacier,,Rx,550.62
2892,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Plastic Solid Tint HC,,Rx,550.62
2893,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Transitions Green BlueShield Glacier,Transitions,Rx,"1,151.91"
2894,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Transitions Green Glacier,Transitions,Rx,"1,414.83"
2895,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Transitions Grey Anti-Blue,Transitions,Rx,"1,136.91"
2896,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Transitions Grey Crystal Blue,Transitions,Rx,"1,414.83"
2897,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Transitions XTRActive Green BlueShield Glacier,Transitions,Rx,"1,151.91"
2898,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Transitions XTRActive Grey Anti-Blue,Transitions,Rx,"1,489.83"
2899,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.60 Transitions XTRActive Grey Glacier,Transitions,Rx,"1,414.83"
2900,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 AutoShade Brown BlueShield Glacier,Blue Zero,Rx,"1,444.16"
2901,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,"1,444.16"
2902,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 AutoShade Grey Glacier,,Rx,"1,369.16"
2903,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,807.41
2904,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 Blue Zero Crystal Blue,Blue Zero,Rx,732.41
2905,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 Plastic Clear Anti-Blue,Blue Zero,Rx,776.95
2906,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 Plastic Clear Glacier,Clear,Rx,701.95
2907,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 Plastic Solid Tint Glacier,,Rx,796.95
2908,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 Transitions 8 G15 BlueShield Glacier UV,Transitions,Rx,"1,648.67"
2909,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 Transitions Brown Anti-Blue,,,"1,648.67"
2910,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 Transitions Green Glacier,Transitions,Rx,"1,573.67"
2911,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.67 Transitions XTRActive Grey Anti-Blue,,,"1,648.67"
2912,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.74 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,"1,179.08"
2913,SpeeDX DIGILIFE FF PROG,SpeeDX DIGILIFE FF PROG Vari 1.74 Plastic Clear Glacier,Clear,Rx,"1,006.83"
2914,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.74 Plastic Clear Glacier,Plastic,
2915,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 1.60 Blue Zero   Glacier Plus UV,Blue Zero,Rx,549.48
2916,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 AutoShade Brown BlueShield Glacier,Blue Zero,Rx,606.25
2917,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 AutoShade Brown Crystal Blue,Blue Zero,Rx,531.25
2918,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,651.25
2919,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,
2920,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 AutoShade Grey BlueShield Glacier,,,
2921,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 AutoShade Grey Crystal Blue,Blue Zero,Rx,531.25
2922,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 AutoShade Grey Glacier Plus,,Rx,531.25
2923,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 AutoShade Grey Glacier Plus,,Rx,
2924,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,497.38
2925,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Blue Zero Clear Crystal Blue,Blue Zero,Rx,377.38
2926,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Blue Zero Clear Glacier Plus,Blue Zero,Rx,377.38
2927,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 NuPolar Grey Crystal Blue,Blue Zero,Rx,582.83
2928,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 PhotoShade Brown BlueShield,Blue Zero,Rx,970.92
2929,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 PhotoShade Brown Glacier,,Rx,895.92
2930,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 PhotoShade Grey Glacier Plus UV,,Rx,895.92
2931,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Plastic Clear Anti-Blue,Blue Zero,Rx,459.21
2932,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Plastic Clear Crystal Blue,Blue Zero,Rx,339.21
2933,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Plastic Clear Glacier Plus,Clear,Rx,339.21
2934,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Plastic Gradient Tint Glacier,,Rx,389.21
2935,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Plastic Solid Tint Anti-Blue,Blue Zero,Rx,464.21
2936,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Plastic Solid Tint Glacier,,Rx,389.21
2937,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Transitions Green Anti-Blue,Transitions,Rx,"1,172.63"
2938,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Transitions Green Glacier,Transitions,Rx,"1,097.63"
2939,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Transitions Grey Anti-Blue,Transitions,Rx,"1,172.63"
2940,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.50 Transitions Grey Glacier,Transitions,Rx,531.25
2941,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.59 Polycarbonate Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,669.45
2942,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.59 Polycarbonate Blue Zero Clear Glacier,Blue Zero,Rx,594.45
2943,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.59 Polycarbonate Clear Anti-Blue,Blue Zero,Rx,502.2
2944,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.59 Polycarbonate Clear Crystal Blue,Blue Zero,Rx,427.2
2945,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.59 Polycarbonate Clear Glacier,Clear,Rx,427.2
2946,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.59 Polycarbonate Transitions Grey Glacier,Transitions,Rx,"1,529.70"
2947,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 AutoShade Brown BlueShield Glacier,Blue Zero,Rx,666.25
2948,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 AutoShade Brown Glacier,,Rx,591.25
2949,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,796.78
2950,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 AutoShade Grey Crystal Blue,Blue Zero,Rx,676.78
2951,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 AutoShade Grey Glacier Plus,,Rx,676.78
2952,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 AutoShade Grey Glacier Plus,,Rx,
2953,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,591.25
2954,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 Blue Zero Clear Glacier,Blue Zero,Rx,549.48
2955,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 Blue Zero Crystal Blue,Blue Zero,Rx,549.48
2956,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 Plastic Clear Anti-Blue,Blue Zero,Rx,640
2957,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 Plastic Clear Crystal Blue,Blue Zero,Rx,520
2958,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 Plastic Clear Glacier Plus,Clear,Rx,520
2959,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 Plastic Gradient Tint Glacier,,Rx,464.21
2960,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 Plastic Solid Tint Anti-Blue,Blue Zero,Rx,539.21
2961,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 Transitions Green Glacier,Transitions,Rx,"1,309.92"
2962,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.60 Transitions Grey Anti-Blue,Transitions,Rx,"1,232.63"
2963,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.67 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,907.51
2964,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.67 AutoShade Grey BlueShield Glacier,,,
2965,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.67 AutoShade Grey Glacier,,Rx,832.51
2966,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.67 Plastic Clear Anti-Blue,,Rx,721.25
2967,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.67 Plastic Clear Glacier,Plastic,,646.25
2968,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 15mm 1.74 Plastic Clear Anti-Blue,Blue Zero,Rx,"1,189.64"
2969,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 AutoShade Brown BlueShield Glacier,Blue Zero,Rx,651.25
2970,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 AutoShade Brown Crystal Blue,Blue Zero,Rx,531.25
2971,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 AutoShade Brown Glacier Plus,,Rx,531.25
2972,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,651.25
2973,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,
2974,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 AutoShade Grey Crystal Blue,Blue Zero,Rx,531.25
2975,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 AutoShade Grey HMX,,Rx,531.25
2976,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 AutoShade Grey HMX,,Rx,
2977,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 AutoShade Grey HMX,,,
2978,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,497.38
2979,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Blue Zero Clear Crystal Blue,Blue Zero,Rx,377.38
2980,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Blue Zero Clear Glacier,Blue Zero,Rx,377.38
2981,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 NuPolar Brown Glacier,,Rx,582.83
2982,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 NuPolar Green Glacier,,Rx,582.83
2983,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 PhotoShade Brown BlueShield,Blue Zero,Rx,970.92
2984,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 PhotoShade Brown Glacier,,Rx,895.92
2985,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 PhotoShade Grey BlueShield Glacier UV,Blue Zero,Rx,970.92
2986,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 PhotoShade Grey Glacier,,Rx,895.92
2987,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Clear Anti-Blue,Blue Zero,Rx,459.21
2988,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Clear Crystal Blue,Blue Zero,Rx,339.21
2989,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Clear Crystal Blue,Blue Zero,Rx,
2990,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Clear HMX,Clear,Rx,339.21
2991,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Clear HMX,Clear,Rx,
2992,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Gradient Tint HMX,,Rx,389.21
2993,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Solid Tint Crystal Blue,,,389.21
2994,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Solid Tint Glacier,,Rx,389.21
2995,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Solid Tint Mirror Gold,,Rx,639.21
2996,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Solid Tint Mirror Red,,Rx,639.21
2997,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Solid Tint Mirror Silver,,Rx,639.21
2998,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Plastic Solid Tint UC,,Rx,389.21
2999,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Transitions G15 Crystal Blue,Transitions,Rx,"1,097.63"
3000,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Transitions Green Anti-Blue,Transitions 8 G15,Rx,"1,172.63"
3001,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Transitions Grey Anti-Blue,Transitions,Rx,"1,172.63"
3002,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Transitions Grey Crystal Blue,Transitions,Rx,"1,217.63"
3003,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.50 Transitions Grey Glacier,Transitions,Rx,"1,097.63"
3004,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.59 Polycarbonate Blue Zero Clear Glacier,Blue Zero,Rx,594.45
3005,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.59 Polycarbonate Clear Anti-Blue,Blue Zero,Rx,547.2
3006,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.59 Polycarbonate Clear Crystal Blue,Blue Zero,Rx,427.2
3007,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.59 Polycarbonate Clear Glacier,Clear,Rx,427.2
3008,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.59 Polycarbonate Transitions Grey Anti-Blue,Transitions,Rx,"1,604.70"
3009,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.59 Polycarbonate Transitions Grey Glacier,Transitions,Rx,"1,529.70"
3010,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 AutoShade Brown BlueShield Glacier,Blue Zero,Rx,666.25
3011,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 AutoShade Brown Glacier,,Rx,591.25
3012,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,796.78
3013,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 AutoShade Grey BlueShield Glacier,Blue Zero,Rx,
3014,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 AutoShade Grey Crystal Blue,Blue Zero,Rx,676.78
3015,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 AutoShade Grey Glacier,,,591.25
3016,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 AutoShade Grey HMX,,Rx,676.78
3017,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 AutoShade Grey Solid Tint Glacier,,Rx,656.25
3018,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 Blue Zero Clear BlueShield Glacier,Blue Zero,Rx,669.48
3019,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 Blue Zero Clear Crystal Blue,Blue Zero,Rx,549.48
3020,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 Blue Zero Clear Glacier,Blue Zero,Rx,549.48
3021,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 Plastic Clear Anti-Blue,Blue Zero,Rx,640
3022,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 Plastic Clear Crystal Blue,Blue Zero,Rx,520
3023,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 Plastic Clear Glacier Plus UV,Clear,Rx,520
3024,SpeeDX ICON FF PROG,SpeeDX ICON FF PROG 17mm 1.60 Plastic Clear Glacier Plus UV,Clear,Rx,
